GAME,WINNER,TIME,random,random,random
2144,2,0.27339208126068115,25,28,40
2145,0,0.17945003509521484,40,19,24
2146,0,0.19205093383789062,39,28,22
2147,2,0.21158409118652344,20,20,39
2148,1,0.20582592487335205,22,41,22
2149,0,0.22773206233978271,39,25,26
2150,0,0.2766900062561035,44,25,42
2151,2,0.1782170534133911,20,27,39
2152,0,0.1957310438156128,38,23,22
2153,0,0.1702899932861328,43,23,18
2154,0,0.18731403350830078,38,23,21
2155,0,0.18329501152038574,40,18,29
2156,0,0.20421290397644043,40,20,18
2157,0,0.19788897037506104,44,22,20
2158,0,0.182081937789917,41,21,20
2159,2,0.20083296298980713,24,27,38
2160,1,0.18432390689849854,25,39,24
2161,1,0.21170401573181152,23,36,27
2162,1,0.19310998916625977,27,40,22
2163,1,0.3475480079650879,24,40,26
2164,2,0.16877305507659912,19,22,41
2165,0,0.21613705158233643,38,22,22
2166,1,0.17617201805114746,21,38,20
2167,2,0.21022891998291016,27,21,37
2168,2,0.23579096794128418,29,28,42
2169,2,0.2316969633102417,26,26,41
2170,1,0.19752490520477295,28,40,28
2171,1,0.20816004276275635,26,38,26
2172,0,0.18993306159973145,39,25,21
2173,2,0.2327970266342163,26,29,43
2174,1,0.22699296474456787,31,43,29
2175,0,0.18763291835784912,37,22,27
2176,0,0.2198619842529297,38,25,23
2177,1,0.21399807929992676,24,38,25
2178,0,0.2237910032272339,44,25,24
2179,0,0.19304907321929932,38,26,38
2180,0,0.2066110372543335,38,21,24
2181,1,0.22032606601715088,25,40,24
2182,0,0.19104599952697754,37,23,27
2183,1,0.22928500175476074,26,38,26
2184,2,0.21395301818847656,18,25,37
2185,1,0.1729450225830078,22,37,15
2186,1,0.2281050682067871,27,42,41
2187,2,0.17670297622680664,26,19,40
2188,1,0.18776297569274902,25,36,25
2189,1,0.19774603843688965,20,38,21
2190,1,0.18513703346252441,21,43,24
2191,0,0.16192805767059326,37,22,23
2192,1,0.22798693180084229,32,40,30
2193,0,0.2383350133895874,38,22,20
2194,1,0.21863794326782227,25,41,24
2195,0,0.19937098026275635,39,25,26
2196,2,0.19172704219818115,20,24,38
2197,2,0.20215892791748047,20,21,40
2198,2,0.19618093967437744,25,22,42
2199,0,0.2167149782180786,42,24,41
2200,1,0.18684101104736328,21,39,22
2201,2,0.2623039484024048,23,28,36
2202,2,0.208063006401062,27,24,40
2203,2,0.2240999937057495,22,30,41
2204,2,0.22289705276489258,29,28,39
2205,2,0.22515904903411865,28,38,41
2206,2,0.2592560052871704,23,24,39
2207,2,0.28588807582855225,25,26,39
2208,2,0.236253023147583,23,26,44
2209,0,0.2035679817199707,44,28,20
2210,2,0.21306002140045166,24,24,41
2211,2,0.21174299716949463,27,25,40
2212,2,0.19839298725128174,19,26,38
2213,0,0.2089771032333374,37,24,25
2214,2,0.2145400047302246,21,25,39
2215,0,0.19973993301391602,38,21,23
2216,2,0.22442805767059326,29,30,44
2217,1,0.20413804054260254,26,40,24
2218,1,0.18568503856658936,27,40,19
2219,1,0.245386004447937,31,41,25
2220,2,0.1914989948272705,20,29,37
2221,0,0.17911207675933838,36,23,27
2222,2,0.19045698642730713,26,25,39
2223,0,0.19291698932647705,37,14,21
2224,0,0.19839394092559814,41,27,27
2225,2,0.20669591426849365,24,27,38
2226,2,0.22237789630889893,27,22,44
2227,1,0.23115289211273193,29,41,23
2228,2,0.198930025100708,25,16,43
2229,1,0.22254395484924316,24,41,24
2230,2,0.2036510705947876,26,29,41
2231,2,0.20845699310302734,23,25,39
2232,0,0.25039899349212646,39,25,26
2233,2,0.22763001918792725,25,30,41
2234,0,0.21432793140411377,39,27,20
2235,1,0.2292039394378662,21,37,24
2236,0,0.2461780309677124,42,29,29
2237,0,0.20802700519561768,38,27,21
2238,2,0.2043590545654297,18,25,39
2239,0,0.20594799518585205,41,18,27
2240,2,0.19957196712493896,28,24,39
2241,0,0.2234330177307129,36,25,26
2242,1,0.24902606010437012,24,42,24
2243,0,0.21329891681671143,36,27,27
2244,1,0.2433459758758545,30,41,41
2245,0,0.20962798595428467,45,27,20
2246,0,0.20958495140075684,38,27,28
2247,0,0.20387697219848633,37,26,27
2248,1,0.21316993236541748,25,42,26
2249,1,0.21701502799987793,25,44,24
2250,2,0.21124005317687988,21,22,37
2251,2,0.22253108024597168,17,26,40
2252,2,0.26819896697998047,30,19,44
2253,0,0.22785496711730957,39,32,19
2254,0,0.1867619752883911,38,20,21
2255,0,0.21290791034698486,37,29,24
2256,0,0.2119830846786499,42,21,26
2257,2,0.19955801963806152,26,21,39
2258,2,0.1901010274887085,24,27,38
2259,0,0.272070050239563,41,29,28
2260,2,0.23078596591949463,40,28,41
2261,1,0.19115304946899414,26,39,21
2262,0,0.22208690643310547,45,30,22
2263,2,0.24295902252197266,24,38,39
2264,0,0.2171180248260498,38,27,27
2265,1,0.26777803897857666,27,38,22
2266,0,0.18757402896881104,39,24,23
2267,0,0.19675695896148682,42,17,25
2268,1,0.1988300085067749,40,42,26
2269,0,0.18545794486999512,37,23,25
2270,0,0.3236120939254761,38,24,24
2271,1,0.2118210792541504,25,37,37
2272,2,0.2156379222869873,31,25,38
2273,0,0.21306896209716797,37,26,24
2274,0,0.3092310428619385,40,18,18
2275,0,0.2071620225906372,39,26,25
2276,0,0.2682739496231079,38,26,22
2277,2,0.2701529264450073,29,27,41
2278,2,0.2409200668334961,26,27,38
2279,1,0.20772790908813477,25,38,24
2280,1,0.2652689218521118,23,42,42
2281,0,0.23597097396850586,41,30,26
2282,1,0.2085249423980713,26,40,19
2283,2,0.23728501796722412,27,27,41
2284,0,0.18392598628997803,39,27,24
2285,0,0.20080900192260742,38,18,27
2286,0,0.20451903343200684,38,24,25
2287,1,0.25963103771209717,23,45,22
2288,0,0.3687859773635864,39,29,29
2289,0,0.17223894596099854,39,18,20
2290,1,0.21531295776367188,18,39,25
2291,1,0.19450700283050537,24,38,24
2292,2,0.2245720624923706,27,21,41
2293,0,0.16323494911193848,39,15,20
2294,0,0.23353803157806396,43,29,27
2295,2,0.22859597206115723,40,30,46
2296,0,0.1818389892578125,38,22,22
2297,2,0.21785497665405273,24,25,41
2298,0,0.20107197761535645,36,29,25
2299,1,0.21636700630187988,26,40,27
2300,1,0.23331201076507568,25,46,23
2301,1,0.1879349946975708,23,40,22
2302,1,0.20483803749084473,27,39,29
2303,0,0.159682035446167,37,19,19
2304,1,0.21380198001861572,22,38,27
2305,1,0.19209003448486328,18,42,28
2306,2,0.2239769697189331,26,41,43
2307,1,0.1912679672241211,23,36,27
2308,0,0.22302496433258057,38,24,24
2309,2,0.21478605270385742,25,27,41
2310,0,0.18355906009674072,37,18,23
2311,0,0.19662892818450928,42,21,23
2312,1,0.23476195335388184,38,43,26
2313,1,0.23000705242156982,40,44,32
2314,0,0.20730996131896973,38,26,26
2315,0,0.23980200290679932,44,30,33
2316,1,0.27093589305877686,37,38,25
2317,0,0.1836460828781128,40,21,24
2318,0,0.1809239387512207,38,24,27
2319,1,0.18121790885925293,22,41,29
2320,2,0.22561001777648926,39,22,42
2321,1,0.21747589111328125,21,42,23
2322,2,0.20305109024047852,25,26,42
2323,1,0.21684503555297852,22,39,22
2324,0,0.20349502563476562,38,18,20
2325,2,0.19552993774414062,20,27,42
2326,1,0.21502399444580078,21,40,38
2327,1,0.24805200099945068,25,40,39
2328,0,0.22271907329559326,37,24,26
2329,0,0.2157270908355713,42,19,21
2330,0,0.20045602321624756,40,20,23
2331,0,0.23427605628967285,40,23,17
2332,0,0.19879698753356934,38,19,23
2333,0,0.16411006450653076,36,26,16
2334,0,0.1856980323791504,37,23,23
2335,0,0.19890999794006348,38,27,38
2336,2,0.2192060947418213,26,27,44
2337,0,0.20018601417541504,43,24,41
2338,1,0.19594407081604004,24,37,22
2339,0,0.23355507850646973,38,24,29
2340,0,0.19337201118469238,39,22,21
2341,2,0.23482894897460938,30,22,41
2342,1,0.19703400135040283,22,39,27
2343,0,0.1801220178604126,38,26,22
2344,1,0.2005389928817749,25,38,37
2345,2,0.20678997039794922,22,29,38
2346,0,0.19966399669647217,37,28,25
2347,0,0.19272494316101074,40,28,25
2348,2,0.23284506797790527,41,27,42
2349,0,0.17996704578399658,36,17,22
2350,0,0.20233500003814697,39,23,37
2351,1,0.21654295921325684,27,41,27
2352,1,0.19322097301483154,24,41,22
2353,0,0.202009916305542,41,27,25
2354,1,0.24793505668640137,27,44,22
2355,0,0.20136404037475586,42,24,34
2356,0,0.22265398502349854,41,26,26
2357,1,0.21830105781555176,24,39,33
2358,1,0.1697099208831787,24,43,20
2359,1,0.17411303520202637,24,39,28
2360,1,0.19584500789642334,29,39,39
2361,2,0.2065439224243164,27,27,41
2362,1,0.18798398971557617,21,39,26
2363,0,0.21622908115386963,43,28,26
2364,0,0.2230139970779419,44,27,29
2365,1,0.21935200691223145,26,41,23
2366,0,0.22398889064788818,38,24,25
2367,1,0.22380399703979492,24,36,29
2368,2,0.16073298454284668,23,22,40
2369,1,0.16766703128814697,20,36,23
2370,2,0.21236395835876465,31,28,44
2371,1,0.2055269479751587,24,38,21
2372,0,0.2088390588760376,39,22,23
2373,1,0.1994539499282837,25,40,25
2374,0,0.17772197723388672,40,21,20
2375,1,0.1870419979095459,27,37,23
2376,2,0.21220695972442627,25,23,41
2377,2,0.25475895404815674,33,23,40
2378,2,0.23350000381469727,25,25,38
2379,2,0.2159409523010254,27,32,44
2380,2,0.20876693725585938,20,26,40
2381,0,0.18856501579284668,40,21,38
2382,1,0.20013296604156494,24,36,26
2383,0,0.19912004470825195,36,26,28
2384,1,0.21662592887878418,23,37,29
2385,2,0.22420501708984375,18,29,40
2386,0,0.20572102069854736,39,27,26
2387,2,0.22212505340576172,23,22,38
2388,1,0.16603302955627441,24,38,18
2389,2,0.23909401893615723,27,23,39
2390,1,0.21441197395324707,27,36,31
2391,0,0.20462894439697266,39,37,24
2392,1,0.17971909046173096,24,38,20
2393,0,0.24366390705108643,42,18,26
2394,1,0.2738020420074463,27,39,30
2395,2,0.22399604320526123,26,25,39
2396,1,0.21317100524902344,31,41,28
2397,1,0.2032099962234497,27,37,21
2398,0,0.2103559970855713,42,25,26
2399,0,0.18457603454589844,37,23,22
2400,1,0.22340190410614014,24,40,22
2401,0,0.2036299705505371,37,24,25
2402,0,0.17818903923034668,38,24,26
2403,2,0.27541494369506836,25,29,43
2404,1,0.17518901824951172,26,40,21
2405,2,0.2335500717163086,25,36,37
2406,0,0.2005300521850586,38,20,21
2407,1,0.2243509292602539,24,41,29
2408,1,0.1917250156402588,24,42,20
2409,1,0.19624602794647217,26,40,23
2410,0,0.2540799379348755,38,38,24
2411,0,0.19727706909179688,38,18,22
2412,2,0.22512495517730713,27,22,37
2413,0,0.18113493919372559,40,24,21
2414,1,0.22170507907867432,18,37,21
2415,2,0.18807697296142578,20,24,38
2416,1,0.21887099742889404,28,39,25
2417,0,0.1874680519104004,40,39,24
2418,2,0.20086300373077393,18,23,37
2419,2,0.22507107257843018,18,25,40
2420,0,0.23523199558258057,43,24,33
2421,1,0.22081804275512695,16,40,40
2422,0,0.19758307933807373,37,25,26
2423,1,0.233259916305542,23,38,23
2424,1,0.22685599327087402,26,42,25
2425,0,0.22724699974060059,39,27,27
2426,0,0.19848895072937012,36,19,27
2427,1,0.18484199047088623,23,38,25
2428,0,0.23716998100280762,36,25,25
2429,0,0.213020920753479,40,27,39
2430,1,0.20766997337341309,28,39,22
2431,0,0.1909869909286499,36,27,24
2432,1,0.2686960697174072,33,43,27
2433,1,0.23279798030853271,28,41,38
2434,0,0.2889159917831421,43,42,30
2435,1,0.23114705085754395,23,39,24
2436,0,0.21837294101715088,42,22,22
2437,1,0.19831299781799316,22,39,21
2438,0,0.21642005443572998,39,25,36
2439,1,0.23005497455596924,24,42,25
2440,1,0.19742608070373535,25,38,26
2441,1,0.20583701133728027,23,37,22
2442,2,0.2355409860610962,29,39,41
2443,1,0.20377707481384277,26,39,24
2444,0,0.21556198596954346,39,27,28
2445,2,0.19681501388549805,22,25,39
2446,0,0.18308401107788086,40,24,22
2447,0,0.18668103218078613,41,36,26
2448,2,0.20141005516052246,22,26,36
2449,1,0.23331904411315918,28,38,28
2450,1,0.18588602542877197,22,40,24
2451,2,0.2099590301513672,25,38,41
2452,1,0.20015597343444824,24,40,25
2453,0,0.25684499740600586,38,25,27
2454,2,0.2299799919128418,25,29,43
2455,0,0.1605299711227417,39,22,18
2456,2,0.1930830478668213,21,28,37
2457,0,0.2343059778213501,41,23,26
2458,0,0.2130589485168457,40,26,30
2459,1,0.2183769941329956,29,39,26
2460,2,0.20296800136566162,25,20,41
2461,1,0.19940507411956787,24,38,26
2462,2,0.19387900829315186,26,28,39
2463,2,0.2523459196090698,24,31,39
2464,1,0.21431005001068115,27,39,27
2465,0,0.17727792263031006,36,26,21
2466,0,0.21057593822479248,37,27,22
2467,0,0.21394503116607666,42,31,31
2468,0,0.1801079511642456,40,25,27
2469,1,0.1943899393081665,25,40,16
2470,0,0.21209990978240967,41,19,26
2471,0,0.20386004447937012,41,27,21
2472,1,0.2335900068283081,26,42,26
2473,0,0.18159198760986328,42,23,24
2474,1,0.23406291007995605,22,39,28
2475,1,0.1992429494857788,24,37,26
2476,0,0.2109609842300415,44,23,23
2477,1,0.2087000608444214,19,39,20
2478,1,0.1883319616317749,22,38,16
2479,0,0.20029199123382568,37,24,26
2480,2,0.1648339033126831,21,27,37
2481,0,0.20946598052978516,38,18,26
2482,0,0.22746694087982178,37,26,27
2483,1,0.20927202701568604,20,41,22
2484,1,0.21708595752716064,23,42,27
2485,2,0.2773280143737793,29,40,42
2486,1,0.20658409595489502,25,42,22
2487,1,0.20599794387817383,24,38,27
2488,0,0.21979904174804688,41,22,27
2489,1,0.1896899938583374,17,39,22
2490,0,0.20653700828552246,37,21,28
2491,2,0.22305703163146973,26,27,41
2492,2,0.18570005893707275,26,27,36
2493,2,0.20251905918121338,18,25,36
2494,0,0.31494998931884766,39,25,26
2495,1,0.22579991817474365,28,41,25
2496,1,0.21775496006011963,28,36,26
2497,1,0.19517695903778076,27,40,22
2498,2,0.253338098526001,25,27,43
2499,2,0.2660449743270874,29,27,41
2500,2,0.20927095413208008,27,26,40
2501,0,0.19373106956481934,41,19,22
2502,1,0.24386191368103027,21,39,27
2503,1,0.18147802352905273,22,38,19
2504,1,0.25214600563049316,19,42,42
2505,1,0.21933305263519287,25,41,24
2506,0,0.23832106590270996,42,24,36
2507,1,0.20816302299499512,24,40,21
2508,0,0.2338770627975464,39,20,24
2509,0,0.21081602573394775,39,25,18
2510,0,0.20979905128479004,37,24,26
2511,0,0.1551499366760254,38,26,26
2512,2,0.22591209411621094,24,40,43
2513,1,0.2307300567626953,24,39,27
2514,1,0.19599401950836182,29,38,22
2515,1,0.2510789632797241,28,39,29
2516,2,0.22052502632141113,24,20,36
2517,1,0.21618306636810303,27,39,23
2518,1,0.19439101219177246,23,41,22
2519,2,0.18615210056304932,22,29,40
2520,2,0.22936296463012695,26,21,40
2521,1,0.2073150873184204,19,38,26
2522,0,0.19081199169158936,36,24,26
2523,0,0.2018430233001709,40,24,39
2524,1,0.1846529245376587,24,40,27
2525,1,0.23041701316833496,23,39,20
2526,0,0.18936192989349365,38,19,28
2527,0,0.2043149471282959,39,24,20
2528,0,0.2356109619140625,40,40,24
2529,2,0.21824800968170166,25,38,40
2530,0,0.19109106063842773,40,25,23
2531,2,0.19056200981140137,24,19,39
2532,0,0.24011600017547607,37,18,27
2533,2,0.2188040018081665,25,24,41
2534,0,0.24334704875946045,39,26,26
2535,0,0.26484203338623047,43,41,23
2536,1,0.23670601844787598,24,38,24
2537,0,0.22626101970672607,38,26,29
2538,1,0.2118929624557495,23,45,20
2539,0,0.17379093170166016,36,18,22
2540,0,0.17581796646118164,36,18,25
2541,1,0.22328197956085205,25,43,29
2542,0,0.25990796089172363,39,25,29
2543,2,0.20755398273468018,24,24,38
2544,0,0.24129998683929443,44,26,26
2545,2,0.26547205448150635,27,26,43
2546,2,0.19096910953521729,23,24,39
2547,2,0.20860493183135986,27,19,39
2548,0,0.22946691513061523,42,29,24
2549,1,0.21037793159484863,25,44,21
2550,0,0.24617302417755127,41,27,22
2551,0,0.2521721124649048,40,24,19
2552,2,0.17660903930664062,22,21,37
2553,0,0.19436204433441162,40,25,22
2554,2,0.2270219326019287,24,28,36
2555,2,0.2123119831085205,24,25,37
2556,1,0.21442902088165283,21,41,28
2557,2,0.18682396411895752,24,27,38
2558,1,0.1948639154434204,26,43,23
2559,2,0.2554370164871216,25,20,39
2560,1,0.23024499416351318,25,36,25
2561,0,0.2141629457473755,42,25,28
2562,2,0.20075595378875732,20,23,39
2563,2,0.2133650779724121,21,20,39
2564,0,0.18129503726959229,37,26,23
2565,1,0.24153590202331543,27,37,19
2566,2,0.17764997482299805,26,24,42
2567,2,0.201835036277771,22,27,40
2568,1,0.2316899299621582,24,41,28
2569,1,0.21738100051879883,24,41,22
2570,0,0.23292601108551025,39,24,27
2571,0,0.20615696907043457,43,39,24
2572,0,0.20195996761322021,40,20,22
2573,0,0.23268508911132812,42,22,22
2574,2,0.21113991737365723,23,23,38
2575,2,0.22429704666137695,27,33,40
2576,1,0.1848369836807251,28,41,21
2577,0,0.22306597232818604,38,21,27
2578,0,0.21161091327667236,37,24,25
2579,0,0.19639205932617188,39,20,27
2580,1,0.24503707885742188,40,42,42
2581,0,0.23262202739715576,44,41,28
2582,2,0.24652099609375,40,30,41
2583,2,0.20937490463256836,21,22,40
2584,2,0.22427797317504883,20,27,43
2585,2,0.1781320571899414,25,18,39
2586,1,0.18766999244689941,26,39,26
2587,2,0.23435795307159424,28,32,43
2588,1,0.17030704021453857,16,38,21
2589,0,0.22264397144317627,36,24,22
2590,0,0.180711030960083,42,24,24
2591,2,0.2067350149154663,25,29,42
2592,2,0.222864031791687,29,34,41
2593,0,0.18857109546661377,37,25,18
2594,0,0.1729600429534912,40,23,26
2595,0,0.19606804847717285,39,21,23
2596,2,0.23168599605560303,26,23,38
2597,0,0.187188982963562,40,22,24
2598,0,0.25505805015563965,40,22,21
2599,1,0.22806191444396973,24,40,23
2600,0,0.1815500259399414,41,26,23
2601,2,0.22779405117034912,26,26,41
2602,1,0.1808180809020996,21,38,23
2603,2,0.20539605617523193,27,22,41
2604,1,0.17089498043060303,18,39,22
2605,2,0.22853410243988037,28,39,40
2606,0,0.19228696823120117,41,24,21
2607,0,0.19897496700286865,40,26,26
2608,0,0.21670997142791748,39,28,27
2609,2,0.19944310188293457,24,25,37
2610,1,0.21345698833465576,26,42,25
2611,1,0.27105796337127686,43,45,26
2612,2,0.23914110660552979,24,27,45
2613,1,0.20959901809692383,29,39,25
2614,2,0.2293299436569214,26,21,39
2615,2,0.19523799419403076,18,26,38
2616,1,0.19732999801635742,25,37,25
2617,0,0.15837395191192627,39,26,23
2618,2,0.19483506679534912,24,25,40
2619,2,0.2029169797897339,19,28,39
2620,2,0.1896660327911377,28,24,38
2621,1,0.17546594142913818,21,37,26
2622,1,0.22050297260284424,20,38,25
2623,0,0.2388089895248413,39,30,30
2624,2,0.20398199558258057,21,30,38
2625,1,0.1923511028289795,25,41,20
2626,1,0.1820470094680786,21,37,22
2627,0,0.196802020072937,37,16,25
2628,2,0.2198779582977295,21,19,39
2629,0,0.21825909614562988,42,23,22
2630,1,0.2283250093460083,22,41,30
2631,2,0.19153499603271484,24,24,36
2632,1,0.20955407619476318,25,41,27
2633,2,0.2301560640335083,24,23,46
2634,0,0.2350829839706421,40,21,21
2635,0,0.2930959463119507,39,18,36
2636,1,0.18371200561523438,25,39,15
2637,2,0.2173060178756714,28,27,39
2638,1,0.2400341033935547,23,38,22
2639,1,0.22809898853302002,24,41,25
2640,1,0.21741199493408203,27,38,24
2641,2,0.19660496711730957,19,27,39
2642,1,0.23146092891693115,25,36,25
2643,1,0.2169100046157837,24,43,25
2644,1,0.18341100215911865,23,39,16
2645,1,0.22389793395996094,29,39,39
2646,1,0.2099529504776001,26,41,25
2647,1,0.2335139513015747,27,39,24
2648,1,0.22691500186920166,27,42,20
2649,1,0.19910907745361328,29,44,27
2650,1,0.220939040184021,26,36,27
2651,2,0.24302899837493896,31,28,45
2652,1,0.16769695281982422,23,40,23
2653,0,0.17667102813720703,41,18,26
2654,1,0.18948101997375488,20,38,19
2655,0,0.22824394702911377,40,27,27
2656,1,0.17455708980560303,22,40,20
2657,2,0.2026810646057129,19,25,38
2658,2,0.21677792072296143,28,24,41
2659,1,0.22632503509521484,24,42,40
2660,2,0.22794699668884277,27,25,41
2661,0,0.18826794624328613,38,25,26
2662,1,0.23037397861480713,38,39,27
2663,0,0.2386850118637085,38,20,21
2664,1,0.22122299671173096,24,42,27
2665,1,0.2187950611114502,23,40,27
2666,2,0.20212900638580322,28,39,40
2667,0,0.20155096054077148,38,24,24
2668,0,0.19404995441436768,38,20,24
2669,0,0.2227630615234375,40,25,32
2670,1,0.22436201572418213,24,43,22
2671,0,0.1966109275817871,42,27,27
2672,2,0.193992018699646,27,24,41
2673,0,0.22530007362365723,36,26,25
2674,0,0.21666204929351807,43,40,41
2675,0,0.19499003887176514,40,27,23
2676,1,0.19059693813323975,27,42,23
2677,1,0.21291005611419678,24,40,26
2678,2,0.23158800601959229,25,29,39
2679,1,0.1809079647064209,26,42,20
2680,1,0.2344040870666504,25,41,24
2681,0,0.20183002948760986,41,26,27
2682,2,0.1786060333251953,22,21,39
2683,2,0.18706703186035156,22,27,37
2684,1,0.20194101333618164,27,39,37
2685,1,0.234968900680542,28,43,26
2686,1,0.20478010177612305,27,40,30
2687,0,0.22780191898345947,39,25,22
2688,0,0.20009803771972656,39,22,18
2689,0,0.19839704036712646,38,26,29
2690,2,0.23952603340148926,29,30,42
2691,1,0.18950891494750977,28,41,24
2692,0,0.23420310020446777,42,31,31
2693,1,0.18128204345703125,24,38,24
2694,0,0.17058992385864258,36,20,26
2695,1,0.21335196495056152,24,40,19
2696,2,0.2316279411315918,23,24,40
2697,0,0.1858830451965332,41,29,23
2698,1,0.20329105854034424,24,40,25
2699,2,0.18629610538482666,20,24,39
2700,1,0.24856901168823242,39,40,28
2701,2,0.2647719383239746,29,25,39
2702,1,0.2043139934539795,18,41,20
2703,0,0.2070930004119873,37,27,26
2704,2,0.17454802989959717,18,20,43
2705,0,0.18870103359222412,40,21,22
2706,0,0.23836898803710938,41,24,29
2707,0,0.1865299940109253,41,24,22
2708,1,0.22562992572784424,26,42,28
2709,2,0.22789204120635986,25,23,39
2710,0,0.1805429458618164,38,18,22
2711,0,0.17006194591522217,41,22,22
2712,0,0.159263014793396,37,17,21
2713,0,0.1831669807434082,37,23,22
2714,2,0.20950102806091309,28,23,38
2715,0,0.19236397743225098,41,21,24
2716,2,0.21444201469421387,20,23,40
2717,1,0.20502305030822754,25,38,24
2718,0,0.21537292003631592,38,23,26
2719,1,0.1872469186782837,25,39,28
2720,2,0.23952901363372803,25,25,41
2721,1,0.2214139699935913,26,44,23
2722,1,0.20893800258636475,25,38,27
2723,2,0.2114579677581787,23,38,40
2724,2,0.2008570432662964,23,22,41
2725,2,0.19505488872528076,21,22,36
2726,1,0.21002507209777832,24,42,27
2727,2,0.1896439790725708,22,25,45
2728,2,0.17713391780853271,20,19,40
2729,1,0.21201300621032715,25,43,23
2730,0,0.19384193420410156,39,25,28
2731,0,0.19218206405639648,36,23,20
2732,0,0.20126700401306152,40,26,22
2733,1,0.19876492023468018,28,42,26
2734,2,0.22905194759368896,26,21,42
2735,0,0.16986703872680664,38,23,25
2736,0,0.22654998302459717,40,28,21
2737,0,0.195046067237854,40,21,25
2738,2,0.23423504829406738,26,23,38
2739,0,0.21284794807434082,39,22,26
2740,2,0.19809198379516602,24,27,40
2741,0,0.1991899013519287,41,21,26
2742,2,0.20647799968719482,24,27,39
2743,0,0.19732391834259033,38,22,23
2744,0,0.2254040241241455,39,20,26
2745,2,0.20413506031036377,22,27,44
2746,0,0.19407391548156738,38,18,23
2747,0,0.22442102432250977,42,23,26
2748,2,0.20314395427703857,38,25,40
2749,1,0.2214881181716919,25,39,26
2750,0,0.18248093128204346,37,25,22
2751,1,0.22461795806884766,26,40,26
2752,1,0.18404102325439453,18,43,24
2753,2,0.18802189826965332,24,28,37
2754,1,0.1668339967727661,24,39,25
2755,0,0.24731695652008057,44,42,25
2756,0,0.15517091751098633,42,23,20
2757,0,0.17221295833587646,39,27,20
2758,0,0.21484088897705078,40,40,23
2759,1,0.19648098945617676,22,39,25
2760,1,0.19754290580749512,23,38,20
2761,0,0.21340501308441162,38,38,27
2762,2,0.2499539852142334,26,25,43
2763,0,0.17005705833435059,37,20,26
2764,1,0.20933103561401367,17,41,28
2765,0,0.21063804626464844,38,27,25
2766,2,0.23818206787109375,27,24,43
2767,0,0.20969903469085693,38,26,23
2768,1,0.19621801376342773,27,39,19
2769,1,0.23100101947784424,40,41,22
2770,1,0.2070930004119873,24,40,22
2771,0,0.2230919599533081,36,26,21
2772,0,0.1625920534133911,37,25,26
2773,1,0.17557001113891602,21,36,26
2774,2,0.20473003387451172,27,26,37
2775,0,0.21370303630828857,50,24,26
2776,0,0.17995107173919678,38,26,22
2777,0,0.1602339744567871,37,25,21
2778,0,0.17657196521759033,38,26,21
2779,1,0.2065730094909668,25,38,24
2780,0,0.2415010929107666,43,28,33
2781,0,0.20689594745635986,41,28,23
2782,0,0.19728899002075195,40,26,21
2783,1,0.19228804111480713,21,39,20
2784,0,0.21250903606414795,42,23,24
2785,0,0.22464394569396973,38,23,21
2786,0,0.24276995658874512,45,24,31
2787,2,0.25763607025146484,27,26,37
2788,2,0.21128904819488525,24,20,38
2789,0,0.20406508445739746,36,26,24
2790,0,0.1712629795074463,42,25,18
2791,0,0.22136902809143066,41,27,25
2792,0,0.22951292991638184,39,29,25
2793,2,0.23625600337982178,25,23,38
2794,0,0.21892905235290527,38,21,27
2795,1,0.20831000804901123,20,40,23
2796,2,0.1831979751586914,27,18,37
2797,1,0.20418000221252441,26,37,24
2798,0,0.20061397552490234,38,21,29
2799,0,0.23339498043060303,42,29,30
2800,1,0.1896200180053711,39,40,20
2801,0,0.35414791107177734,43,26,27
2802,0,0.26160597801208496,44,28,29
2803,1,0.23823893070220947,24,41,21
2804,0,0.19039297103881836,39,21,23
2805,1,0.2378709316253662,27,41,25
2806,1,0.21753501892089844,22,39,39
2807,2,0.21497201919555664,32,31,44
2808,0,0.20444798469543457,38,27,27
2809,1,0.20456600189208984,23,38,26
2810,1,0.22208595275878906,21,38,24
2811,1,0.19477105140686035,25,38,25
2812,2,0.22740697860717773,21,25,37
2813,0,0.1991199254989624,38,26,22
2814,2,0.22446799278259277,26,22,42
2815,0,0.24970102310180664,40,29,23
2816,0,0.20291399955749512,41,19,26
2817,1,0.24650895595550537,26,42,29
2818,0,0.22055399417877197,46,29,22
2819,2,0.22310590744018555,29,26,41
2820,1,0.23371601104736328,30,39,26
2821,1,0.2190150022506714,25,38,24
2822,1,0.1914680004119873,25,39,25
2823,0,0.19230389595031738,38,25,23
2824,1,0.20262300968170166,25,43,24
2825,2,0.1996070146560669,19,19,42
2826,2,0.20794105529785156,30,27,40
2827,0,0.18745207786560059,41,23,23
2828,1,0.20995604991912842,23,38,22
2829,0,0.20794296264648438,42,28,22
2830,1,0.19348108768463135,28,36,27
2831,1,0.19784307479858398,24,37,20
2832,1,0.19345998764038086,23,38,24
2833,2,0.1833590269088745,23,27,42
2834,0,0.21890902519226074,43,22,28
2835,2,0.17754709720611572,25,21,39
2836,1,0.217271089553833,25,40,38
2837,1,0.20015501976013184,25,43,25
2838,0,0.23982501029968262,41,27,26
2839,0,0.21233797073364258,43,23,23
2840,1,0.23109710216522217,25,40,22
2841,0,0.22929203510284424,37,26,24
2842,0,0.20173096656799316,41,31,24
2843,2,0.21066701412200928,17,23,37
