# MCTS: [] []
# PLAYERS: [MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random]
GAME,WINNER,TIME,random,random,random,random,random
585,4,0.4317770004272461,19,25,30,30,41
586,0,0.5008169412612915,43,39,31,30,22
587,3,0.4415220022201538,25,27,27,46,19
588,3,0.4763749837875366,25,17,30,40,29
589,3,0.49278104305267334,31,30,39,41,28
590,1,0.5586600303649902,21,42,26,21,21
591,1,0.45604801177978516,31,41,28,23,41
592,0,0.5108489990234375,44,25,27,32,31
593,3,0.4372990131378174,14,30,24,43,23
594,2,0.5055660009384155,29,14,42,42,28
595,4,0.523656964302063,31,31,27,21,42
596,3,0.5579140186309814,26,24,28,43,24
597,1,0.4214209318161011,24,42,18,19,27
598,1,0.46056699752807617,27,44,25,28,21
599,1,0.5314850807189941,26,41,24,30,24
600,1,0.5031290054321289,28,41,27,22,27
601,3,0.4839209318161011,18,24,25,40,24
602,2,0.431238055229187,33,28,45,27,27
603,3,0.4809749126434326,23,25,20,42,28
604,1,0.38985395431518555,24,44,27,25,21
605,0,0.5776048898696899,47,31,22,33,26
606,3,0.4888160228729248,21,34,24,48,32
607,0,0.4287019968032837,42,20,25,27,24
608,3,0.5609109401702881,44,25,42,47,28
609,3,0.36726903915405273,14,26,26,40,17
610,0,0.46328091621398926,42,27,42,26,42
611,3,0.4618159532546997,23,19,26,47,21
612,3,0.5458899736404419,25,25,30,45,27
613,1,0.5357969999313354,30,46,28,30,28
614,2,0.570713996887207,29,30,44,30,26
615,4,0.5169389247894287,28,25,24,31,44
616,1,0.47271692752838135,25,46,20,25,25
617,2,0.4088599681854248,25,27,42,21,19
618,4,0.5037460327148438,27,45,27,26,47
619,3,0.44430994987487793,21,24,25,41,30
620,0,0.3944159746170044,42,27,28,27,24
621,3,0.550926923751831,26,31,31,45,33
622,2,0.46711301803588867,27,20,42,30,22
623,0,0.4434340000152588,39,30,24,17,21
624,4,0.44677209854125977,27,21,25,27,44
625,2,0.4163399934768677,27,28,39,17,23
626,4,0.46467292308807373,27,19,27,28,44
627,0,0.450950026512146,41,30,21,19,20
628,2,0.5664420127868652,32,32,48,32,22
629,1,0.4586719274520874,28,45,24,23,32
630,3,0.46991002559661865,27,30,31,47,34
631,1,0.41662299633026123,27,39,23,29,23
632,3,0.43080294132232666,12,29,24,42,27
633,4,0.5478239059448242,24,29,30,25,47
634,4,0.5411579608917236,31,25,30,22,44
635,0,0.48743999004364014,44,20,27,23,23
636,3,0.4250049591064453,22,16,20,41,14
637,2,0.4988900423049927,24,27,42,18,33
638,4,0.45453107357025146,23,27,28,21,39
639,0,0.4581480026245117,47,31,21,23,26
640,0,0.4828680753707886,43,23,21,19,25
641,2,0.4999709129333496,20,27,42,26,30
642,1,0.5552380084991455,27,41,40,41,30
643,4,0.43365204334259033,24,22,28,16,40
644,3,0.4303370714187622,20,27,30,43,21
645,4,0.48499906063079834,22,20,24,27,44
646,1,0.4824279546737671,29,45,28,27,29
647,0,0.4781380891799927,46,34,27,27,25
648,0,0.46240198612213135,44,25,26,28,21
649,1,0.45759499073028564,25,43,24,30,30
650,3,0.40440690517425537,27,21,20,41,25
651,1,0.4516029357910156,23,39,29,27,27
652,2,0.47339797019958496,28,28,45,32,26
653,0,0.4585280418395996,42,20,23,31,28
654,4,0.466839075088501,28,24,21,25,43
655,0,0.3927570581436157,40,28,26,26,17
656,1,0.5097149610519409,30,45,25,25,27
657,0,0.4594459533691406,41,23,28,25,27
658,4,0.47162091732025146,29,40,24,27,42
659,1,0.4510699510574341,28,42,32,28,22
660,2,0.5654430389404297,36,29,48,30,47
661,4,0.5475479364395142,27,27,24,31,43
662,4,0.4440990686416626,18,18,27,30,41
663,0,0.44554197788238525,44,28,18,20,41
664,3,0.506585955619812,25,29,27,44,23
665,1,0.5336799621582031,25,41,23,29,20
666,0,0.6204409599304199,47,27,35,32,28
667,1,0.420071005821228,24,42,23,24,25
668,2,0.4548720121383667,27,24,42,25,30
669,1,0.5017479658126831,25,43,31,42,21
670,4,0.3938620090484619,14,23,20,23,43
671,4,0.5292919874191284,26,25,30,28,39
672,2,0.43472790718078613,20,26,42,20,19
673,3,0.46609795093536377,24,24,19,42,22
674,4,0.38271892070770264,19,21,18,25,41
675,3,0.43584203720092773,27,20,17,39,28
676,3,0.46632492542266846,24,20,24,49,21
677,1,0.4686700105667114,23,41,20,24,23
678,4,0.47930097579956055,30,26,26,30,43
679,3,0.5430949926376343,31,26,28,41,26
680,3,0.4026010036468506,24,21,27,41,24
681,4,0.462333083152771,28,24,28,29,43
682,0,0.44777894020080566,43,23,21,17,26
683,2,0.44320499897003174,25,28,42,22,21
684,3,0.49084901809692383,34,17,18,44,31
685,4,0.4910520315170288,24,27,18,27,42
686,3,0.4866340160369873,31,44,25,45,24
687,1,0.5021328926086426,27,44,29,22,16
688,1,0.513883113861084,30,48,31,28,29
689,3,0.47439396381378174,28,23,26,48,33
690,2,0.4844299554824829,28,28,45,26,21
691,4,0.5412969589233398,28,24,29,33,44
692,0,0.38962602615356445,42,27,21,20,24
693,3,0.49476003646850586,32,31,29,44,23
694,3,0.5527060031890869,29,27,26,42,28
695,1,0.4224950075149536,18,44,15,24,30
696,2,0.5112209320068359,28,28,42,20,27
697,4,0.4629249572753906,21,29,28,27,43
698,0,0.5687509775161743,45,26,25,33,30
699,2,0.5403639078140259,25,28,44,29,26
700,1,0.5037360191345215,25,45,28,25,21
701,4,0.5105640888214111,26,19,27,29,44
702,4,0.45763099193573,24,27,30,30,40
703,3,0.5507720708847046,28,23,36,44,21
704,3,0.5409939289093018,31,28,24,45,27
705,0,0.5191230773925781,43,23,25,26,31
706,0,0.4238920211791992,42,20,18,19,21
707,1,0.3951300382614136,25,42,21,21,28
708,3,0.4371030330657959,20,29,23,42,24
709,1,0.4024239778518677,19,42,20,18,18
710,2,0.4327270984649658,21,18,44,25,23
711,3,0.5001200437545776,21,28,31,41,31
712,4,0.4814709424972534,27,29,30,20,46
713,0,0.4842259883880615,45,21,26,26,27
714,3,0.6136109828948975,29,31,32,45,29
715,3,0.49518299102783203,29,27,30,44,32
716,3,0.48917603492736816,42,28,40,43,33
717,3,0.3998199701309204,27,23,20,43,28
718,2,0.434567928314209,24,27,44,23,27
719,4,0.3986849784851074,20,20,26,23,41
720,4,0.4727780818939209,26,27,28,28,43
721,3,0.4807310104370117,19,26,21,45,27
722,0,0.5595600605010986,47,29,26,35,29
723,2,0.4366569519042969,20,24,44,18,25
724,4,0.49700701236724854,22,28,25,28,42
725,4,0.5098379850387573,25,20,28,27,45
726,1,0.4481179714202881,20,42,30,27,32
727,0,0.45726990699768066,41,25,23,24,32
728,2,0.488584041595459,25,31,46,27,30
729,2,0.4799870252609253,24,34,45,25,31
730,0,0.5242319107055664,46,28,34,34,24
731,3,0.4642980098724365,29,26,24,42,20
732,1,0.5431699752807617,32,47,47,34,23
733,0,0.42802906036376953,47,28,27,21,25
734,2,0.4295079708099365,30,22,39,24,19
735,3,0.44556498527526855,27,30,31,42,22
736,1,0.4944469928741455,29,42,29,21,24
737,0,0.4015439748764038,41,21,26,21,22
738,3,0.39402198791503906,25,27,25,41,23
739,4,0.44120800495147705,22,27,19,23,40
740,1,0.41616296768188477,32,46,27,29,25
741,1,0.4443420171737671,26,44,30,25,27
742,1,0.46695101261138916,21,41,24,29,26
743,2,0.47338998317718506,18,22,43,23,25
744,0,0.5274790525436401,47,34,24,29,35
745,1,0.3650099039077759,13,39,25,17,26
746,2,0.42409706115722656,24,33,42,20,28
747,1,0.5251519680023193,31,47,26,25,23
748,3,0.4647780656814575,26,30,25,41,26
749,3,0.4988870620727539,29,22,31,45,35
750,2,0.4584089517593384,24,30,39,30,28
751,1,0.4980729818344116,31,47,27,25,22
752,3,0.4744579792022705,28,23,20,39,31
753,0,0.47637808322906494,47,29,29,24,23
754,1,0.4880640506744385,18,42,21,27,30
755,4,0.41096198558807373,24,23,25,22,42
756,1,0.465582013130188,22,45,25,21,28
757,4,0.39374804496765137,24,24,25,27,41
758,2,0.46947503089904785,32,27,44,21,28
759,0,0.45609593391418457,42,25,23,25,26
760,4,0.4570319652557373,24,28,23,33,44
761,3,0.46269690990448,32,28,24,39,39
762,3,0.4313720464706421,21,27,26,41,19
763,3,0.45676398277282715,28,26,30,45,25
764,3,0.49392902851104736,28,32,24,47,28
765,4,0.46967101097106934,30,24,26,27,48
766,2,0.3838139772415161,20,19,40,20,18
767,4,0.4803750514984131,28,26,30,25,43
768,0,0.44761502742767334,45,24,18,18,26
769,1,0.46388399600982666,25,41,27,30,21
770,0,0.46866893768310547,42,25,21,28,22
771,1,0.39562904834747314,25,41,24,23,14
772,4,0.4146900177001953,28,22,19,23,39
773,1,0.4762229919433594,20,43,27,19,32
774,0,0.46135592460632324,44,27,19,24,24
775,2,0.516895055770874,27,27,42,31,28
776,3,0.5014200210571289,32,28,25,48,29
777,2,0.5264490842819214,28,29,45,34,30
778,0,0.41267991065979004,41,40,25,23,26
779,3,0.4523940086364746,24,26,25,44,22
780,2,0.44264400005340576,18,30,43,27,29
781,3,0.5588470697402954,26,26,31,45,31
782,0,0.441830039024353,45,29,30,19,25
783,0,0.49223804473876953,43,25,25,24,21
784,0,0.5110410451889038,44,43,28,30,31
785,3,0.3738759756088257,16,24,21,45,17
786,4,0.462738037109375,28,26,25,25,41
787,2,0.4345970153808594,29,32,43,28,30
788,2,0.5237729549407959,25,28,45,27,27
789,2,0.4401589632034302,28,30,45,45,27
790,1,0.5189720392227173,32,45,28,24,23
791,2,0.3998079299926758,30,21,44,28,22
792,2,0.41641902923583984,23,28,41,17,22
793,4,0.4207268953323364,21,20,28,20,42
794,2,0.44229698181152344,25,24,39,27,16
795,1,0.43782198429107666,30,43,31,24,20
796,4,0.4028369188308716,26,29,25,17,41
797,0,0.4515960216522217,40,20,25,26,23
798,2,0.5355579853057861,26,23,44,34,32
799,4,0.4911069869995117,25,31,26,24,45
800,2,0.392719030380249,17,20,42,28,20
801,3,0.42553699016571045,25,18,24,41,16
802,0,0.3991670608520508,45,12,25,27,21
803,3,0.4503350257873535,25,25,27,41,27
804,3,0.46705007553100586,30,30,24,40,20
805,2,0.44821298122406006,27,17,44,31,22
806,1,0.4875190258026123,32,45,27,30,27
807,2,0.40319907665252686,17,21,41,30,18
808,2,0.4686809778213501,39,21,41,25,18
809,2,0.499966025352478,23,27,44,25,26
810,1,0.5156949758529663,28,47,20,26,30
811,1,0.4273669719696045,19,44,26,30,22
812,0,0.4541950225830078,44,30,22,20,28
813,0,0.413998007774353,41,23,21,25,21
814,0,0.4239569902420044,40,25,27,30,29
815,1,0.4784200191497803,28,42,29,25,28
816,2,0.4531489610671997,25,32,42,18,24
817,4,0.5958970785140991,34,34,31,27,47
818,0,0.43491697311401367,41,21,25,22,25
819,2,0.5029169321060181,28,28,47,27,31
820,2,0.4497300386428833,24,31,41,24,21
821,3,0.46342194080352783,28,31,24,42,30
822,1,0.537431001663208,29,43,24,20,22
823,2,0.4204899072647095,30,24,43,22,15
824,4,0.5042150020599365,33,32,21,29,44
825,2,0.3993189334869385,28,31,41,14,23
826,4,0.5250030755996704,27,34,30,27,44
827,1,0.5647130012512207,25,44,29,44,23
828,3,0.5071389675140381,29,25,30,43,42
829,2,0.4632049798965454,21,29,42,18,21
830,1,0.5128951072692871,31,45,31,14,26
831,1,0.41575801372528076,24,41,28,25,16
832,1,0.39329099655151367,14,41,14,22,25
833,2,0.6174050569534302,31,28,47,33,34
834,1,0.5550110340118408,26,44,20,22,22
835,4,0.5400989055633545,22,25,20,26,45
836,3,0.4290050268173218,23,22,24,43,21
837,0,0.3450789451599121,41,17,16,26,26
838,4,0.4815319776535034,19,30,28,28,47
839,0,0.4416179656982422,40,19,22,21,18
840,3,0.5029499530792236,25,24,32,45,21
841,3,0.448672890663147,22,25,18,40,25
842,2,0.4494049549102783,24,19,42,19,23
843,2,0.5092300176620483,42,30,44,33,19
844,0,0.48956501483917236,42,30,26,21,19
845,0,0.5099411010742188,43,25,25,22,23
846,4,0.44364500045776367,18,23,16,25,42
847,0,0.5078829526901245,42,25,20,24,27
848,2,0.5289000272750854,27,32,44,31,25
849,2,0.48813796043395996,23,25,46,23,28
850,4,0.5460460186004639,28,35,27,29,47
851,0,0.42309606075286865,41,30,26,22,21
852,0,0.624163031578064,45,29,30,30,25
853,4,0.4751870632171631,23,20,27,22,39
854,4,0.4750950336456299,22,30,24,23,42
855,0,0.4140859842300415,49,19,18,26,21
856,2,0.50541090965271,29,21,40,25,23
857,2,0.46285998821258545,30,33,47,22,30
858,1,0.5104750394821167,28,42,27,30,28
859,2,0.5618560314178467,18,28,44,17,23
860,4,0.5262579917907715,27,46,45,28,47
861,4,0.43342602252960205,21,27,26,24,39
862,4,0.4124809503555298,26,17,25,23,40
863,0,0.43149900436401367,41,26,27,27,16
864,2,0.38410305976867676,14,22,44,16,21
865,3,0.4321439266204834,23,30,24,39,25
866,1,0.4707150459289551,23,41,28,23,30
867,4,0.4546220302581787,30,19,24,26,42
868,1,0.541598916053772,33,47,34,31,35
869,4,0.5062429904937744,27,30,23,22,43
870,4,0.41732800006866455,21,29,21,21,39
871,0,0.40542101860046387,39,21,22,16,26
872,4,0.4381979703903198,22,24,26,26,42
873,3,0.4604569673538208,27,24,28,44,32
874,2,0.4348260164260864,32,28,45,31,29
875,0,0.41395103931427,43,25,14,23,25
876,3,0.4032219648361206,22,17,30,39,23
877,4,0.5257329940795898,29,25,32,42,44
878,4,0.48079895973205566,21,30,26,30,45
879,4,0.45227503776550293,30,23,27,27,44
880,3,0.467507004737854,30,20,31,42,29
881,0,0.48323798179626465,45,24,24,30,29
882,4,0.4822429418563843,27,30,28,20,43
883,0,0.42685508728027344,41,19,23,25,26
884,2,0.4102940559387207,19,19,40,24,22
885,0,0.3976900577545166,43,15,27,28,28
886,1,0.47292399406433105,44,45,20,25,21
887,2,0.49475204944610596,29,26,42,23,25
888,1,0.45437800884246826,27,43,23,25,20
889,0,0.46579301357269287,42,23,19,27,16
890,0,0.4086949825286865,41,27,20,28,22
891,4,0.5171010494232178,30,28,30,24,47
892,0,0.45301496982574463,45,30,26,24,27
893,1,0.4765310287475586,21,42,25,27,22
894,4,0.49775707721710205,27,31,30,23,44
895,0,0.4084489345550537,43,21,26,15,21
896,0,0.3854060173034668,44,17,22,23,17
897,0,0.4777970314025879,42,27,24,27,25
898,1,0.460873007774353,29,42,32,27,28
899,3,0.5827709436416626,33,23,23,45,35
900,0,0.37847399711608887,41,16,28,21,23
901,4,0.4892779588699341,21,33,44,26,45
902,0,0.4932140111923218,42,29,30,18,29
903,2,0.47012603282928467,24,27,42,23,18
904,1,0.45205605030059814,27,43,26,25,20
905,1,0.43251705169677734,27,40,26,31,17
906,2,0.4805619716644287,31,28,46,25,32
907,1,0.5161119699478149,25,46,21,26,20
908,3,0.4306910037994385,21,23,25,43,22
909,2,0.492764949798584,28,29,42,27,26
910,1,0.49421000480651855,26,44,30,25,27
911,3,0.46304404735565186,24,28,27,45,24
912,3,0.5805760622024536,26,28,28,44,36
913,1,0.39006996154785156,17,42,29,21,21
914,2,0.5171539783477783,28,26,45,20,33
915,0,0.4118729829788208,42,18,25,19,23
916,0,0.43481194972991943,40,25,16,20,16
917,1,0.4276379346847534,27,48,27,22,28
918,3,0.4778730869293213,43,26,22,44,27
919,0,0.4646559953689575,44,28,27,21,25
920,2,0.49972105026245117,33,21,45,28,28
921,4,0.5266190767288208,23,27,26,31,45
922,1,0.43972504138946533,28,46,18,27,25
923,0,0.5029630661010742,42,25,29,32,20
924,4,0.47210001945495605,27,25,28,24,44
925,1,0.4351639747619629,26,43,24,20,21
926,3,0.47754502296447754,24,28,21,43,21
927,3,0.4502819776535034,22,31,21,43,20
928,0,0.5085430145263672,46,28,25,27,26
929,0,0.46565401554107666,41,31,29,24,27
930,1,0.4147709608078003,16,42,25,23,18
931,1,0.47836601734161377,24,39,25,31,26
932,0,0.5067369937896729,47,28,30,21,26
933,2,0.45079803466796875,27,31,47,31,25
934,0,0.624343991279602,45,34,45,31,28
935,2,0.5143469572067261,32,30,47,28,46
936,1,0.579598069190979,31,45,31,28,24
937,3,0.5179760456085205,32,28,20,45,27
938,0,0.4573690891265869,42,28,23,23,25
939,3,0.47187209129333496,31,26,28,40,26
940,0,0.4725379943847656,42,27,30,31,29
941,3,0.39788496494293213,31,25,21,43,27
942,3,0.4733400344848633,34,26,32,47,30
943,4,0.5644160509109497,47,31,28,22,48
944,4,0.475180983543396,29,31,31,23,47
945,4,0.4375300407409668,29,20,14,17,44
946,3,0.4467090368270874,25,30,39,41,23
947,1,0.3807450532913208,17,40,25,25,20
948,3,0.4563729763031006,27,22,28,41,23
949,2,0.5180879831314087,22,26,48,33,30
950,2,0.4098280668258667,23,23,41,27,27
951,3,0.38112497329711914,21,19,21,38,18
952,1,0.5115549564361572,34,48,35,29,47
953,1,0.405830979347229,22,42,25,29,23
954,4,0.4573119878768921,24,20,27,30,44
955,0,0.5445219278335571,44,42,24,27,25
956,0,0.3971360921859741,42,17,23,19,26
957,0,0.4347180128097534,46,23,32,24,23
958,4,0.42819297313690186,23,28,27,30,43
959,0,0.398048996925354,42,24,30,25,20
960,4,0.4217640161514282,19,27,21,23,41
961,1,0.33685195446014404,21,43,15,19,17
962,2,0.4619159698486328,28,26,43,27,21
963,0,0.5173070430755615,45,22,44,32,26
964,2,0.4600640535354614,21,19,45,26,27
965,2,0.46186697483062744,26,42,43,27,26
966,1,0.47267305850982666,28,46,31,21,26
967,0,0.5341329574584961,47,26,25,31,47
968,3,0.5012919902801514,30,23,30,42,30
969,1,0.4843519926071167,24,39,28,24,23
970,0,0.46617305278778076,43,24,43,20,41
971,3,0.536331057548523,27,25,24,43,26
972,0,0.4592249393463135,42,27,29,20,20
973,4,0.5564169883728027,28,27,22,25,43
974,0,0.44809699058532715,40,21,21,21,28
975,0,0.42700695991516113,43,23,24,24,17
976,1,0.46803200244903564,21,41,25,29,28
977,0,0.4529290199279785,44,21,24,22,27
978,1,0.5012270212173462,25,38,21,24,30
979,0,0.4701329469680786,42,27,20,26,23
980,1,0.4649909734725952,25,41,28,31,13
981,2,0.48866093158721924,30,22,41,28,31
982,2,0.44789600372314453,22,19,40,21,18
983,2,0.4748530387878418,27,25,39,21,26
984,2,0.48111093044281006,25,24,42,27,30
985,4,0.4263949394226074,21,25,29,24,42
986,1,0.5399200916290283,31,42,32,31,30
987,3,0.4164919853210449,22,24,27,42,26
988,3,0.5447490215301514,25,27,28,42,23
989,4,0.4711509943008423,28,20,24,24,41
990,1,0.5045109987258911,27,42,28,28,20
991,2,0.40092504024505615,26,28,43,19,30
992,0,0.5011459589004517,47,29,25,30,31
993,2,0.45966005325317383,28,28,44,27,27
994,0,0.439532995223999,40,28,23,16,24
995,3,0.48060905933380127,27,25,16,41,21
996,4,0.5221949815750122,25,27,25,27,41
997,2,0.47767794132232666,23,24,39,29,30
998,3,0.523379921913147,21,30,27,46,28
999,3,0.44381392002105713,28,17,31,41,23
1000,0,0.5152090787887573,43,24,30,26,29
1001,0,0.524245023727417,42,28,21,26,21
1002,3,0.4552730321884155,23,25,26,42,25
1003,0,0.3852609395980835,39,21,23,22,18
1004,1,0.580685019493103,46,48,35,43,28
1005,0,0.44347596168518066,43,24,25,28,25
1006,3,0.511215090751648,17,32,28,47,24
1007,3,0.5259920358657837,30,25,28,41,28
1008,4,0.5004149675369263,42,21,22,27,43
1009,2,0.5072159767150879,27,21,44,27,42
1010,1,0.5470019578933716,30,45,27,25,25
1011,2,0.48407089710235596,26,30,41,30,28
1012,0,0.5091650485992432,46,27,23,23,26
1013,0,0.4496450424194336,42,30,23,25,25
1014,0,0.40161097049713135,41,20,17,18,17
1015,3,0.5135380029678345,27,35,28,47,28
1016,2,0.44050705432891846,20,17,42,19,22
1017,3,0.4983069896697998,27,25,28,49,32
1018,0,0.5021110773086548,46,26,25,20,28
1019,1,0.4980459213256836,27,43,26,30,26
1020,1,0.4534870386123657,25,42,23,26,25
1021,0,0.5179799795150757,41,30,25,24,25
1022,2,0.3694649934768677,21,23,42,20,14
1023,2,0.4185969829559326,23,26,39,25,25
1024,2,0.40411198139190674,23,21,42,29,28
1025,2,0.425557017326355,25,20,42,31,23
1026,0,0.5171289443969727,47,25,30,26,27
1027,2,0.4224510192871094,30,17,39,23,22
1028,2,0.4886929988861084,45,26,48,31,19
1029,1,0.40548205375671387,20,43,30,23,14
1030,1,0.4421210289001465,30,41,25,40,28
1031,1,0.439520001411438,25,41,20,28,17
1032,4,0.5394541025161743,30,23,28,28,43
1033,2,0.5374239683151245,28,25,44,28,34
1034,1,0.3599940538406372,21,42,14,19,23
1035,2,0.47423994541168213,22,20,41,28,20
1036,0,0.38440394401550293,43,17,24,17,21
1037,3,0.46678197383880615,30,16,23,42,27
1038,3,0.4650009870529175,30,32,32,44,31
1039,0,0.4211900234222412,42,25,22,29,30
1040,1,0.413174033164978,28,39,24,30,26
1041,2,0.3807539939880371,19,18,41,23,23
1042,3,0.47528791427612305,39,41,22,43,30
1043,1,0.4136239290237427,20,41,28,26,22
1044,3,0.4152599573135376,31,27,17,42,31
1045,4,0.5096539258956909,28,33,29,32,44
1046,3,0.4967010021209717,29,32,29,42,23
1047,0,0.4457559585571289,43,26,26,25,25
1048,1,0.49099695682525635,26,44,26,29,23
1049,0,0.4629579782485962,46,30,23,23,29
1050,3,0.5547950267791748,28,28,35,47,28
1051,3,0.4908020496368408,22,28,22,42,24
1052,2,0.48195600509643555,30,22,45,30,27
1053,0,0.43111109733581543,44,17,20,21,15
1054,0,0.43143796920776367,39,28,21,24,29
1055,4,0.3683580160140991,25,18,16,18,39
1056,3,0.4800529479980469,21,29,17,39,28
1057,1,0.4915170669555664,30,44,23,25,23
1058,1,0.5157859325408936,32,45,32,28,28
1059,3,0.48892903327941895,18,25,29,43,30
1060,1,0.45931196212768555,25,47,27,28,18
1061,4,0.37849390506744385,20,20,14,15,41
1062,3,0.45524704456329346,33,28,33,47,24
1063,2,0.4818909168243408,26,28,44,26,28
1064,0,0.48956298828125,45,23,26,20,44
1065,1,0.44398200511932373,31,43,30,26,25
1066,3,0.40143096446990967,22,21,20,45,23
1067,3,0.4392058849334717,30,20,27,39,22
1068,2,0.4202148914337158,25,26,41,22,23
1069,0,0.45856189727783203,47,31,25,27,22
1070,2,0.44168901443481445,22,21,44,21,23
1071,2,0.4029179811477661,22,23,41,21,17
1072,3,0.4288579225540161,21,16,23,39,25
1073,2,0.47376692295074463,28,24,41,20,25
1074,3,0.423272967338562,27,28,24,41,21
1075,2,0.39951205253601074,21,28,44,26,25
1076,1,0.5125859975814819,24,46,46,22,27
1077,4,0.3807259798049927,27,14,15,21,42
1078,2,0.45995402336120605,27,24,41,26,27
1079,2,0.4027060270309448,20,32,47,26,18
1080,2,0.47540199756622314,22,26,42,28,20
1081,3,0.4518849849700928,23,24,28,42,28
1082,4,0.45554494857788086,27,27,28,23,47
1083,0,0.33865296840667725,39,17,26,28,23
1084,0,0.474281907081604,41,21,27,27,25
1085,4,0.4675469398498535,31,25,25,30,47
1086,4,0.5005069971084595,28,27,31,29,44
1087,3,0.504925012588501,30,44,31,47,24
1088,1,0.4891430139541626,28,46,25,16,23
1089,3,0.4262208938598633,28,25,21,44,19
1090,2,0.41048598289489746,20,30,39,22,19
1091,3,0.40980005264282227,23,19,25,39,25
1092,1,0.48163902759552,28,44,31,42,41
1093,1,0.44712698459625244,21,42,18,29,28
1094,4,0.4386559724807739,20,25,24,20,42
1095,3,0.5123670101165771,28,29,27,43,28
1096,2,0.44437193870544434,26,27,42,23,26
1097,0,0.43111300468444824,39,22,20,29,28
1098,0,0.4157220125198364,45,21,23,27,18
1099,3,0.43329501152038574,30,22,23,39,23
1100,2,0.3989830017089844,15,25,43,17,20
1101,1,0.4644780158996582,27,44,31,32,28
1102,3,0.4457590579986572,25,24,28,41,23
1103,1,0.44180798530578613,30,42,24,25,26
1104,0,0.48271501064300537,41,28,25,19,25
1105,4,0.445438027381897,25,30,25,28,44
1106,0,0.43897104263305664,46,16,21,27,28
1107,0,0.448032021522522,42,26,22,24,20
1108,0,0.4832240343093872,44,32,28,25,23
1109,3,0.5154329538345337,32,28,30,44,25
1110,2,0.5083639621734619,29,28,44,28,30
1111,2,0.4452430009841919,22,21,42,23,23
1112,1,0.4260820150375366,24,46,31,29,25
1113,3,0.4272420406341553,20,27,25,42,30
1114,1,0.37994909286499023,28,42,23,21,23
1115,3,0.4699898958206177,27,24,27,43,30
1116,3,0.3887009620666504,26,22,14,42,19
1117,1,0.43627405166625977,22,41,29,28,25
1118,0,0.4584900140762329,45,19,21,30,30
1119,1,0.44315898418426514,21,46,30,27,24
1120,3,0.5492620468139648,28,31,32,47,28
1121,1,0.493569016456604,22,45,45,29,31
1122,1,0.4067389965057373,26,39,21,23,18
1123,4,0.47273004055023193,39,26,26,30,41
1124,4,0.4721980094909668,41,25,23,30,42
1125,0,0.5942920446395874,47,45,33,26,25
1126,4,0.44280099868774414,30,22,27,28,41
1127,0,0.36508989334106445,38,23,20,23,13
1128,1,0.45116400718688965,27,41,27,26,41
1129,2,0.49779796600341797,27,29,45,28,30
1130,3,0.49095892906188965,27,31,30,43,31
1131,4,0.5252490043640137,33,26,22,33,45
1132,0,0.4433128833770752,42,30,27,24,29
1133,1,0.4954969882965088,30,46,27,25,24
1134,2,0.41222095489501953,18,27,43,17,32
1135,2,0.39733898639678955,26,28,41,30,22
1136,0,0.5504000186920166,45,23,27,45,29
1137,3,0.39257490634918213,19,29,22,42,18
1138,2,0.4162709712982178,27,31,42,22,16
1139,1,0.5342800617218018,28,44,31,29,30
1140,3,0.4518359899520874,28,26,30,43,24
1141,0,0.5945870876312256,44,21,26,42,29
1142,0,0.45234906673431396,42,24,22,26,27
1143,4,0.41312599182128906,21,18,20,25,40
1144,0,0.46770191192626953,43,21,28,27,29
1145,1,0.4435690641403198,27,41,27,25,18
1146,0,0.4303410053253174,45,21,20,23,24
1147,4,0.4538949728012085,22,25,30,27,41
1148,3,0.4815000295639038,30,24,28,39,30
1149,4,0.45530498027801514,25,30,32,29,39
1150,1,0.42327404022216797,21,43,21,27,25
1151,1,0.471250057220459,28,44,44,22,41
1152,2,0.42929697036743164,16,21,41,41,18
1153,4,0.48583900928497314,29,27,28,29,46
1154,1,0.4278140068054199,25,47,27,24,25
1155,3,0.5771409273147583,44,33,32,47,34
1156,1,0.46382391452789307,25,42,30,20,28
1157,0,0.37728703022003174,41,30,22,21,26
1158,0,0.48596394062042236,45,24,25,35,30
1159,4,0.45522594451904297,27,24,21,25,41
1160,4,0.5180670022964478,29,30,25,30,45
1161,0,0.40800297260284424,42,25,27,30,24
1162,3,0.4458409547805786,19,27,15,42,21
1163,1,0.4545309543609619,30,44,28,43,24
1164,3,0.5447169542312622,32,30,24,47,33
1165,1,0.3986090421676636,28,40,30,28,22
1166,2,0.44912803173065186,18,28,40,30,32
1167,3,0.4705989360809326,18,32,24,42,29
1168,4,0.4261929988861084,30,24,29,25,44
1169,4,0.4603090286254883,29,26,26,30,41
1170,1,0.49181199073791504,28,49,22,23,23
1171,0,0.42121994495391846,39,29,19,23,28
1172,1,0.4628959894180298,25,44,21,29,25
1173,3,0.5752750635147095,32,32,32,47,30
1174,0,0.44686996936798096,44,27,26,30,24
1175,0,0.4327549934387207,42,26,22,16,25
1176,3,0.4296990633010864,26,28,19,42,32
1177,4,0.4156150817871094,25,25,32,24,42
1178,0,0.5083819627761841,47,21,25,24,17
1179,2,0.4198490381240845,26,23,46,17,21
1180,0,0.48680806159973145,45,28,23,25,24
