# MCTS: [] []
# PLAYERS: [MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random, MCTS_TicketToRide.PlayerType.random]
GAME,WINNER,TIME,random,random,random,random,random
1759,1,0.4459329843521118,27,42,28,27,28
1760,3,0.4721670150756836,25,28,23,42,27
1761,4,0.453326940536499,29,20,27,27,45
1762,2,0.4990220069885254,26,31,41,22,25
1763,0,0.4305659532546997,42,28,21,19,24
1764,0,0.4851419925689697,43,24,39,22,27
1765,2,0.47456908226013184,26,30,46,30,30
1766,2,0.5155600309371948,29,30,46,23,24
1767,0,0.4444389343261719,41,23,39,28,24
1768,3,0.496163010597229,27,26,25,42,28
1769,4,0.4810600280761719,26,32,21,29,47
1770,3,0.5234299898147583,33,30,29,48,29
1771,4,0.4902399778366089,33,19,24,25,44
1772,4,0.48854291439056396,27,24,31,32,38
1773,0,0.5062589645385742,44,26,23,28,31
1774,1,0.5012500286102295,44,45,29,27,27
1775,0,0.46340203285217285,40,25,28,27,18
1776,2,0.4462810754776001,28,28,44,24,30
1777,2,0.44711101055145264,23,25,43,30,17
1778,0,0.5497969388961792,44,30,37,30,25
1779,3,0.4604530334472656,27,22,32,50,31
1780,3,0.5163209438323975,37,26,24,45,27
1781,1,0.493399977684021,22,45,31,27,30
1782,1,0.43662703037261963,20,42,28,18,23
1783,3,0.43560707569122314,24,20,17,45,25
1784,2,0.4505499601364136,29,27,41,29,26
1785,4,0.38827407360076904,24,17,23,28,41
1786,1,0.4501999616622925,27,40,22,28,28
1787,3,0.41179704666137695,24,29,24,44,27
1788,1,0.453624963760376,23,47,20,21,27
1789,0,0.48359596729278564,47,20,34,29,29
1790,2,0.45007002353668213,21,29,43,28,24
1791,0,0.4287019968032837,41,23,25,21,30
1792,2,0.4273780584335327,28,26,47,16,28
1793,1,0.4565620422363281,30,39,25,22,29
1794,2,0.5571609735488892,22,26,45,30,29
1795,3,0.4497600793838501,26,30,24,39,19
1796,4,0.45236003398895264,24,24,27,28,42
1797,2,0.44860100746154785,20,29,43,29,30
1798,3,0.3782029151916504,29,25,23,39,21
1799,2,0.48095905780792236,25,26,47,28,33
1800,3,0.44812798500061035,30,22,31,44,24
1801,0,0.5595880746841431,44,44,25,19,30
1802,1,0.5590749979019165,25,48,31,36,29
1803,3,0.527817964553833,27,27,31,47,44
1804,0,0.40623199939727783,41,24,24,21,24
1805,2,0.45498692989349365,24,27,39,32,26
1806,2,0.553386926651001,25,32,46,25,31
1807,3,0.3841010332107544,27,18,17,43,24
1808,0,0.39842700958251953,42,25,22,18,24
1809,1,0.47639000415802,27,45,35,32,23
1810,3,0.546360969543457,33,27,28,45,26
1811,4,0.4949510097503662,27,25,30,26,44
1812,0,0.4042290449142456,44,15,18,24,23
1813,2,0.43309998512268066,25,28,42,25,25
1814,1,0.4266510009765625,26,41,27,27,27
1815,2,0.43818199634552,24,18,41,25,30
1816,1,0.44353199005126953,21,42,24,23,24
1817,0,0.5154930353164673,42,24,24,21,27
1818,4,0.3995048999786377,18,29,40,24,43
1819,3,0.4679299592971802,27,20,18,45,28
1820,0,0.4671440124511719,41,41,28,30,31
1821,2,0.4868839979171753,25,22,46,26,43
1822,3,0.4455230236053467,25,25,31,41,29
1823,2,0.533237099647522,28,28,48,34,28
1824,3,0.4346259832382202,22,24,18,47,26
1825,0,0.4046590328216553,42,24,23,23,25
1826,1,0.3985409736633301,21,41,21,20,24
1827,4,0.4596439599990845,31,25,24,20,38
1828,2,0.4510279893875122,24,31,44,30,28
1829,0,0.41777801513671875,41,23,25,19,23
1830,0,0.45510101318359375,42,22,30,24,30
1831,1,0.47894299030303955,26,48,18,30,16
1832,4,0.47910594940185547,29,24,27,31,44
1833,0,0.43467795848846436,40,22,28,28,30
1834,3,0.4274449348449707,24,28,40,41,28
1835,3,0.48938095569610596,30,23,26,47,29
1836,3,0.49109697341918945,24,21,25,45,30
1837,0,0.4774669408798218,47,23,44,31,30
1838,3,0.38097405433654785,20,16,21,42,13
1839,1,0.48838698863983154,23,43,23,30,26
1840,2,0.5043600797653198,27,24,46,30,32
1841,1,0.46446406841278076,44,45,44,32,28
1842,1,0.48157799243927,25,44,24,30,15
1843,0,0.49045002460479736,39,30,24,28,27
1844,3,0.5223160982131958,32,25,23,48,24
1845,1,0.41473495960235596,27,41,28,22,30
1846,2,0.42137694358825684,27,28,41,22,27
1847,0,0.5436749458312988,45,24,30,28,25
1848,2,0.43108105659484863,22,21,43,26,28
1849,0,0.41846799850463867,40,25,21,27,21
1850,0,0.4511380195617676,43,27,27,30,31
1851,0,0.44144105911254883,44,28,29,28,23
1852,0,0.45690906047821045,39,31,27,28,23
1853,0,0.47754204273223877,45,20,28,31,21
1854,1,0.45958900451660156,21,41,23,18,28
1855,3,0.3978869915008545,24,26,24,39,28
1856,0,0.39845597743988037,39,23,20,28,28
1857,2,0.45772695541381836,28,28,42,19,21
1858,3,0.5285160541534424,23,26,33,47,30
1859,4,0.4393819570541382,25,27,23,28,41
1860,3,0.4571141004562378,27,23,18,43,30
1861,2,0.4552299976348877,28,30,45,24,44
1862,3,0.5599009990692139,35,25,33,44,36
1863,2,0.42886602878570557,24,25,48,29,24
1864,3,0.5483900308609009,31,34,32,43,26
1865,2,0.4531630277633667,25,24,44,25,27
1866,4,0.4797990322113037,26,27,25,22,44
1867,3,0.5127520561218262,30,23,25,42,25
1868,3,0.4304100275039673,24,29,21,47,29
1869,2,0.499782919883728,28,27,40,27,30
1870,3,0.4122079610824585,23,26,32,45,17
1871,3,0.4004659652709961,12,25,20,39,21
1872,3,0.4482020139694214,25,28,27,45,26
1873,0,0.4375450611114502,39,22,18,22,30
1874,4,0.4893900156021118,32,26,25,28,40
1875,0,0.44603896141052246,42,21,20,18,23
1876,3,0.38697099685668945,24,21,21,42,22
1877,4,0.4610459804534912,19,24,30,27,45
1878,1,0.4474390745162964,42,47,21,45,26
1879,0,0.4361720085144043,47,28,24,22,24
1880,0,0.43367695808410645,44,30,29,27,27
1881,1,0.49426496028900146,26,44,23,23,29
1882,0,0.3178349733352661,39,24,21,9,30
1883,0,0.4586900472640991,42,20,31,24,21
1884,2,0.45356595516204834,44,25,46,32,29
1885,0,0.4070349931716919,42,22,28,27,26
1886,1,0.4638620615005493,26,42,25,28,41
1887,1,0.42470693588256836,22,41,23,23,32
1888,1,0.385483980178833,28,40,16,18,18
1889,4,0.396960973739624,26,21,33,18,42
1890,2,0.424746036529541,16,25,42,20,24
1891,3,0.5429760217666626,29,27,33,45,32
1892,4,0.4990130662918091,25,28,31,30,45
1893,1,0.45314300060272217,30,42,26,30,33
1894,3,0.46198296546936035,26,21,26,43,22
1895,2,0.4739309549331665,31,32,44,31,31
1896,2,0.4009559154510498,23,22,42,24,26
1897,3,0.5276870727539062,24,44,29,47,32
1898,3,0.4919010400772095,27,25,31,47,32
1899,4,0.5495330095291138,35,27,28,31,45
1900,4,0.442438006401062,21,23,41,31,44
1901,0,0.4159090518951416,42,21,31,20,24
1902,3,0.4907050132751465,32,30,22,46,29
1903,2,0.4470059871673584,27,24,41,24,22
1904,1,0.4112430810928345,29,42,26,23,21
1905,3,0.4215439558029175,21,26,18,42,24
1906,1,0.4264340400695801,27,44,27,25,32
1907,0,0.40884900093078613,39,28,28,27,23
1908,0,0.45219409465789795,39,24,29,25,21
1909,0,0.45978307723999023,41,28,41,27,18
1910,0,0.5543700456619263,46,35,34,28,30
1911,4,0.4844719171524048,28,21,23,30,42
1912,0,0.4126579761505127,39,24,21,19,21
1913,3,0.48236000537872314,24,30,28,41,28
1914,3,0.5366469621658325,28,25,23,45,24
1915,3,0.46610307693481445,20,22,21,41,20
1916,4,0.4428929090499878,27,28,25,26,42
1917,4,0.5564990043640137,30,27,27,31,44
1918,4,0.505079984664917,25,28,17,23,45
1919,4,0.5036729574203491,28,30,27,21,48
1920,0,0.45089709758758545,40,18,23,25,18
1921,2,0.4068859815597534,21,25,40,31,26
1922,2,0.48649299144744873,30,28,43,25,26
1923,1,0.5642440319061279,32,45,28,27,27
1924,0,0.43040502071380615,41,17,30,21,25
1925,1,0.45995402336120605,21,44,23,27,22
1926,4,0.5369839668273926,26,24,29,28,45
1927,3,0.5037440061569214,33,31,24,44,19
1928,1,0.513964056968689,25,45,26,17,25
1929,0,0.5627480745315552,45,31,34,28,28
1930,3,0.49320995807647705,27,29,30,39,30
1931,1,0.5117000341415405,22,47,24,27,18
1932,3,0.4957621097564697,24,28,28,41,27
1933,0,0.5360499620437622,45,27,28,45,31
1934,0,0.4364830255508423,44,24,19,23,24
1935,1,0.4387739896774292,26,40,29,23,20
1936,1,0.5471559762954712,43,45,33,44,45
1937,2,0.38763606548309326,21,22,44,19,18
1938,0,0.4915229082107544,47,25,35,32,20
1939,1,0.46703004837036133,30,40,24,24,30
1940,1,0.4903140068054199,25,39,30,17,30
1941,1,0.5200059413909912,44,48,24,35,28
1942,3,0.5242619514465332,32,35,31,47,45
1943,4,0.4118770360946655,27,24,18,19,39
1944,0,0.446821928024292,40,28,21,25,23
1945,3,0.4796609878540039,26,29,24,43,23
1946,3,0.37967193126678467,21,22,14,41,25
1947,2,0.4403960704803467,26,28,45,27,26
1948,2,0.45865297317504883,26,29,42,32,23
1949,1,0.5506720542907715,33,47,34,33,29
1950,0,0.3891679048538208,44,24,12,28,22
1951,3,0.45177602767944336,26,23,27,47,22
1952,2,0.45135200023651123,30,25,42,28,27
1953,4,0.4606781005859375,23,21,21,25,41
1954,1,0.38814103603363037,24,40,25,25,17
1955,4,0.5479749441146851,32,35,31,30,45
1956,0,0.5292791128158569,46,26,31,25,27
1957,2,0.5113300085067749,27,30,47,28,30
1958,0,0.5254679918289185,44,27,33,29,29
1959,3,0.45512592792510986,27,31,28,43,26
1960,1,0.4867680072784424,24,42,24,27,28
1961,2,0.4575159549713135,44,30,45,22,28
1962,2,0.4405200481414795,29,28,41,27,27
1963,0,0.4071279764175415,44,24,31,19,22
1964,4,0.5406389236450195,31,31,30,30,44
1965,2,0.451462984085083,31,41,42,24,24
1966,0,0.5199759006500244,44,30,31,23,31
1967,3,0.4383399486541748,24,24,20,42,28
1968,1,0.49486303329467773,25,47,32,27,28
1969,3,0.4328700304031372,23,21,27,39,24
1970,4,0.4436779022216797,22,23,27,24,42
1971,0,0.5023410320281982,42,42,25,25,28
1972,1,0.4604640007019043,28,41,24,25,19
1973,2,0.551103949546814,32,34,44,28,28
1974,2,0.3883570432662964,22,19,41,25,27
1975,0,0.39817190170288086,41,20,25,17,17
1976,0,0.45180201530456543,44,28,25,16,21
1977,1,0.47304296493530273,31,44,26,26,32
1978,4,0.5594470500946045,31,46,28,34,47
1979,4,0.4888080358505249,27,27,33,25,47
1980,2,0.43542301654815674,26,29,44,21,21
1981,1,0.4788389205932617,28,48,29,35,25
1982,1,0.5142049789428711,23,45,29,23,25
1983,1,0.517285943031311,31,42,33,24,29
1984,0,0.44955503940582275,44,26,28,18,29
1985,3,0.38618290424346924,25,21,21,42,21
1986,4,0.4964420795440674,25,30,31,27,42
1987,2,0.4597949981689453,29,31,41,20,41
1988,3,0.5167560577392578,25,32,28,47,30
1989,4,0.49160802364349365,21,23,18,20,42
1990,1,0.4727379083633423,27,47,28,26,17
1991,3,0.4496450424194336,21,24,23,39,27
1992,4,0.39137399196624756,21,17,25,25,39
1993,2,0.42797601222991943,15,28,43,21,27
1994,2,0.48734498023986816,30,24,42,30,42
1995,0,0.45117998123168945,43,22,21,25,30
1996,3,0.43768811225891113,21,25,30,42,30
1997,2,0.4091780185699463,24,25,41,25,23
1998,3,0.4170188903808594,22,28,26,41,21
1999,0,0.4533660411834717,44,24,18,26,43
2000,4,0.3830000162124634,23,16,28,20,40
2001,4,0.42573797702789307,28,27,30,28,39
2002,3,0.4221489429473877,28,22,23,42,30
2003,4,0.5242348909378052,34,26,23,30,46
2004,0,0.5292390584945679,46,34,30,27,29
2005,2,0.49078500270843506,23,30,44,28,27
2006,0,0.4512070417404175,44,31,26,27,27
2007,1,0.5020030736923218,26,40,22,30,30
2008,2,0.3932410478591919,19,25,39,18,23
2009,2,0.4720299243927002,29,30,46,29,25
2010,4,0.4359009265899658,28,24,30,20,42
2011,4,0.4272580146789551,30,22,34,26,42
2012,1,0.5082690715789795,28,42,24,27,24
2013,3,0.4140360355377197,28,26,30,45,29
2014,0,0.48311305046081543,41,29,27,20,28
2015,4,0.4728429317474365,27,30,27,21,39
2016,4,0.4694180488586426,23,30,30,27,45
2017,0,0.43030500411987305,42,28,33,18,29
2018,2,0.5220639705657959,29,43,45,45,24
2019,0,0.40288496017456055,42,31,21,20,20
2020,4,0.4840449094772339,39,27,28,30,41
2021,3,0.484049916267395,24,30,18,44,42
2022,0,0.4232170581817627,40,26,18,25,25
2023,4,0.470661997795105,24,25,20,28,41
2024,2,0.471250057220459,25,21,45,30,27
2025,4,0.51848304271698,32,28,23,28,48
2026,2,0.4282289743423462,21,24,45,24,27
2027,3,0.5019659996032715,30,25,26,42,25
2028,3,0.42860496044158936,27,16,27,43,28
2029,0,0.45969605445861816,44,19,30,25,29
2030,0,0.4967299699783325,43,27,30,27,32
2031,1,0.37740910053253174,20,40,30,22,18
2032,4,0.4451819658279419,25,23,28,25,44
2033,1,0.3626120090484619,20,43,21,24,21
2034,0,0.4241410493850708,42,27,18,30,28
2035,1,0.42985594272613525,27,44,28,25,30
2036,1,0.4663809537887573,44,46,43,28,25
2037,2,0.40117597579956055,25,20,41,25,30
2038,1,0.4872620105743408,21,41,27,26,30
2039,4,0.5213479995727539,28,43,30,30,45
2040,1,0.49717891216278076,29,45,20,28,30
2041,4,0.3988150358200073,25,18,20,27,41
2042,3,0.45960891246795654,23,29,23,39,24
2043,3,0.4308279752731323,16,27,21,40,27
2044,2,0.5421469211578369,46,31,47,28,31
2045,4,0.4375699758529663,27,28,17,29,44
2046,0,0.4309910535812378,44,27,29,28,23
2047,0,0.37358808517456055,42,28,26,17,21
2048,2,0.5062609910964966,30,32,44,26,30
2049,4,0.5023850202560425,31,19,33,27,42
2050,4,0.39558207988739014,20,20,21,23,43
2051,4,0.4513779878616333,27,23,27,24,40
2052,2,0.48435306549072266,28,28,43,31,42
2053,4,0.5067059993743896,25,27,27,23,43
2054,0,0.4675999879837036,45,29,30,20,27
2055,1,0.5246440172195435,44,45,31,29,30
2056,2,0.41152095794677734,25,30,46,17,16
2057,3,0.5219979286193848,24,29,29,47,47
2058,2,0.5095260143280029,31,29,43,26,23
2059,1,0.4551759958267212,19,43,20,27,25
2060,1,0.4503210783004761,27,45,27,25,28
2061,1,0.47168993949890137,28,48,29,18,24
2062,1,0.47259199619293213,20,42,18,23,28
2063,0,0.37362003326416016,42,18,22,26,14
2064,1,0.52423095703125,35,47,26,31,44
2065,0,0.45824897289276123,43,31,43,20,24
2066,2,0.4073920249938965,19,24,41,26,21
2067,3,0.4101790189743042,20,18,28,43,18
2068,0,0.44021403789520264,42,23,24,25,24
2069,1,0.49978601932525635,25,42,31,20,27
2070,0,0.4420379400253296,42,24,31,27,24
2071,2,0.5446150302886963,29,27,47,46,34
2072,1,0.39148902893066406,18,39,20,31,26
2073,1,0.41879498958587646,22,39,19,24,20
2074,1,0.491860032081604,29,44,27,25,27
2075,4,0.45312798023223877,19,27,23,23,39
2076,1,0.42262494564056396,25,41,19,23,26
2077,3,0.5091589689254761,27,27,31,47,27
2078,1,0.4848669767379761,44,45,24,28,21
2079,4,0.4383080005645752,42,20,29,33,44
2080,4,0.476794958114624,42,25,41,28,43
2081,2,0.4631080627441406,28,21,39,27,26
2082,3,0.4275740385055542,19,25,21,42,24
2083,2,0.4543440341949463,25,24,41,28,29
2084,2,0.46070992946624756,27,24,43,27,24
2085,1,0.44547390937805176,26,40,21,24,23
2086,1,0.530580997467041,25,44,34,30,33
2087,0,0.4542580842971802,42,19,21,28,21
2088,1,0.4385889768600464,25,42,24,30,26
2089,0,0.5368859767913818,42,33,23,28,26
2090,4,0.4865260124206543,28,28,23,25,43
2091,3,0.427327036857605,21,27,28,44,21
2092,0,0.48048996925354004,47,28,30,29,32
2093,4,0.47016799449920654,26,27,28,24,43
2094,1,0.3991039991378784,18,40,24,19,25
2095,2,0.5078229904174805,29,32,45,23,33
2096,0,0.4189300537109375,44,17,30,27,27
2097,2,0.4442939758300781,22,19,45,23,22
2098,0,0.43585503101348877,46,23,19,25,31
2099,4,0.4441499710083008,18,20,27,30,43
2100,3,0.4411599636077881,32,23,27,45,18
2101,4,0.46124792098999023,25,25,23,30,42
2102,2,0.46997296810150146,31,23,42,29,23
2103,3,0.5062390565872192,29,28,25,39,31
2104,0,0.4324730634689331,42,26,26,23,24
2105,2,0.46266305446624756,21,28,45,19,25
2106,0,0.45983898639678955,47,32,27,18,23
2107,0,0.5187810659408569,44,32,26,23,27
2108,1,0.397549033164978,21,43,24,20,25
2109,0,0.34670698642730713,42,16,21,19,21
2110,2,0.45533299446105957,30,28,41,27,25
2111,0,0.48319196701049805,42,27,28,23,25
2112,3,0.4031890630722046,22,23,23,41,22
2113,4,0.4346790313720703,25,18,22,23,46
2114,0,0.4585089683532715,45,24,24,21,24
2115,0,0.4634779691696167,46,26,26,20,30
2116,0,0.5577789545059204,43,29,32,30,32
2117,1,0.40270495414733887,28,41,18,26,24
2118,3,0.411018967628479,21,40,22,43,22
2119,2,0.45407700538635254,28,30,39,25,26
2120,4,0.4898989200592041,41,26,30,25,43
2121,3,0.3984229564666748,20,24,26,42,15
2122,2,0.4293069839477539,26,23,42,26,30
2123,1,0.4070550203323364,22,42,21,27,26
2124,2,0.5540879964828491,31,32,47,25,31
2125,4,0.4702860116958618,26,24,21,24,43
2126,1,0.4191739559173584,28,39,27,22,24
2127,1,0.4520219564437866,31,42,14,24,20
2128,1,0.529716968536377,29,47,34,23,32
2129,1,0.4359949827194214,30,45,29,28,27
2130,0,0.46179401874542236,42,28,24,20,31
2131,1,0.3816620111465454,14,47,18,25,23
2132,2,0.5474340915679932,32,28,44,26,32
2133,4,0.4590580463409424,22,28,26,28,44
2134,3,0.41155993938446045,23,20,19,39,23
2135,2,0.5215290784835815,28,24,44,28,28
2136,4,0.47623300552368164,17,17,25,20,45
2137,2,0.49368202686309814,27,33,47,29,26
2138,0,0.3735849857330322,42,25,28,27,19
2139,3,0.4603229761123657,26,30,25,44,34
2140,4,0.40252602100372314,25,21,21,21,39
2141,1,0.46858692169189453,36,48,24,32,28
2142,1,0.4754500389099121,20,44,24,23,27
2143,0,0.47358405590057373,45,30,16,33,30
2144,2,0.46975207328796387,42,22,43,25,30
2145,1,0.42318201065063477,28,43,24,28,18
2146,4,0.4581010341644287,28,24,28,20,45
2147,3,0.42552506923675537,20,18,28,43,28
2148,4,0.46083498001098633,25,25,26,30,42
2149,4,0.4695550203323364,27,25,27,25,41
2150,1,0.5560110807418823,43,45,25,33,30
2151,0,0.4356420040130615,39,30,26,23,26
2152,4,0.5538699626922607,30,27,28,25,42
2153,2,0.5167350769042969,29,27,45,33,32
2154,1,0.3740190267562866,18,40,19,22,25
2155,0,0.4549928903579712,42,26,30,26,28
2156,0,0.46491003036499023,42,27,27,24,28
2157,0,0.4544639587402344,41,21,25,27,31
2158,3,0.5060259103775024,27,33,24,43,28
2159,1,0.49860405921936035,33,46,29,23,27
2160,1,0.4215879440307617,27,40,23,20,21
2161,3,0.42195796966552734,26,26,26,44,26
2162,2,0.37957799434661865,17,18,39,25,14
2163,2,0.5381790399551392,33,32,48,30,30
2164,0,0.40789806842803955,44,23,22,24,18
2165,1,0.4001070261001587,25,42,26,25,26
2166,2,0.4771629571914673,33,19,44,28,28
2167,0,0.4371500015258789,42,27,27,28,27
2168,2,0.40678203105926514,29,24,41,22,22
2169,0,0.3541179895401001,43,22,12,24,17
2170,0,0.44565796852111816,42,23,23,26,31
2171,1,0.41325807571411133,28,42,31,14,28
2172,1,0.5927150249481201,31,43,28,30,27
2173,2,0.492622971534729,25,30,41,21,24
2174,0,0.48446691036224365,41,23,24,30,27
2175,1,0.45833301544189453,25,41,25,26,21
2176,1,0.4598400592803955,26,41,27,28,26
2177,1,0.42535197734832764,20,41,41,30,19
2178,2,0.4677109718322754,32,24,44,34,21
2179,1,0.5075129270553589,29,42,20,22,25
2180,4,0.47868800163269043,31,45,25,28,46
2181,2,0.5260169506072998,24,32,42,19,28
2182,1,0.4198479652404785,18,42,33,26,29
2183,4,0.4051029682159424,27,22,19,25,41
2184,0,0.43637800216674805,45,30,32,28,24
2185,1,0.45564699172973633,21,40,19,18,29
2186,1,0.445789098739624,28,45,20,21,23
2187,3,0.5662750005722046,24,25,31,46,33
2188,1,0.4296530485153198,28,42,31,28,22
2189,2,0.5448639392852783,33,32,44,29,28
2190,0,0.41444194316864014,41,27,23,18,28
2191,2,0.3966149091720581,21,20,41,24,25
2192,3,0.4628579616546631,31,28,30,44,25
2193,3,0.4380990266799927,21,29,22,43,23
2194,0,0.4576350450515747,41,25,23,30,22
2195,3,0.4639090299606323,21,22,26,45,24
2196,2,0.5096840858459473,26,28,47,28,30
2197,2,0.4346569776535034,18,26,44,24,33
2198,1,0.45274102687835693,19,42,27,21,29
2199,0,0.3511979579925537,42,16,15,28,21
2200,3,0.44589293003082275,29,18,23,42,22
2201,1,0.4604640007019043,34,45,30,32,31
2202,0,0.4850350618362427,40,26,30,23,29
2203,3,0.44290196895599365,25,30,27,45,18
2204,0,0.4410589933395386,44,26,21,25,24
2205,3,0.49789202213287354,29,27,32,47,31
2206,4,0.441694974899292,20,23,25,35,41
2207,3,0.49463093280792236,24,24,29,45,16
2208,4,0.4447840452194214,28,29,30,26,42
2209,1,0.5239810943603516,30,45,30,32,25
2210,1,0.3845750093460083,24,39,20,25,30
2211,0,0.46694397926330566,41,25,30,28,28
2212,4,0.3696340322494507,21,16,22,24,40
2213,4,0.4084889888763428,26,26,22,28,39
2214,0,0.45635199546813965,43,30,28,22,29
2215,4,0.5150051116943359,32,28,23,25,44
2216,1,0.5022100210189819,32,44,42,30,41
2217,1,0.46673595905303955,30,42,27,22,30
2218,4,0.4544789791107178,41,25,29,25,42
2219,2,0.43601298332214355,23,25,44,29,22
2220,2,0.5256149768829346,30,21,42,25,27
2221,4,0.4946550130844116,29,30,24,25,47
2222,1,0.39653491973876953,24,45,26,27,22
2223,1,0.5206590890884399,28,42,30,26,26
2224,1,0.45903897285461426,24,47,24,23,34
2225,4,0.43160998821258545,31,23,29,14,44
2226,1,0.5148329734802246,25,45,32,28,29
2227,4,0.5030330419540405,44,28,27,32,45
2228,0,0.45141100883483887,42,22,25,28,24
2229,2,0.4677020311355591,24,20,44,26,24
2230,0,0.4297330379486084,41,28,25,35,25
2231,2,0.47029995918273926,29,28,44,24,20
2232,0,0.4200180768966675,47,24,25,23,25
2233,0,0.4659569263458252,47,34,31,24,23
2234,1,0.4172389507293701,22,43,23,20,26
2235,2,0.47127997875213623,27,28,44,23,23
2236,2,0.47840797901153564,24,24,48,46,27
2237,2,0.43262505531311035,22,28,44,30,21
2238,2,0.48592495918273926,28,27,45,23,25
2239,2,0.5593700408935547,28,33,47,32,33
2240,1,0.3727949857711792,28,39,26,23,15
2241,1,0.4081319570541382,25,43,24,23,26
2242,3,0.4718209505081177,26,19,20,43,23
2243,0,0.49960899353027344,45,30,30,20,27
2244,3,0.45798492431640625,41,28,28,43,25
2245,1,0.44476401805877686,31,46,23,20,17
2246,0,0.45618200302124023,44,28,24,23,22
2247,0,0.3861769437789917,39,16,23,26,27
2248,0,0.4399750232696533,41,18,18,24,30
2249,1,0.5230729579925537,31,45,21,28,44
2250,1,0.4301639795303345,21,41,25,23,27
2251,1,0.46003103256225586,27,46,24,23,25
2252,0,0.40343403816223145,41,26,22,30,21
2253,2,0.3505439758300781,20,20,43,21,23
2254,2,0.4599909782409668,30,23,39,28,28
2255,4,0.37891602516174316,22,30,20,21,41
2256,0,0.5075000524520874,42,42,28,30,30
2257,0,0.4362189769744873,42,22,27,22,25
2258,0,0.4107860326766968,43,19,24,27,30
2259,3,0.4793440103530884,30,27,22,44,22
2260,0,0.5085310935974121,47,25,32,31,34
2261,2,0.418146014213562,27,23,47,25,26
2262,2,0.44396495819091797,27,27,45,22,26
2263,3,0.4642670154571533,28,22,24,42,22
2264,4,0.4748159646987915,21,30,42,25,47
2265,0,0.38600003719329834,43,18,18,18,23
2266,3,0.439534068107605,28,23,23,45,33
2267,1,0.46510398387908936,32,45,31,27,27
2268,3,0.48774290084838867,27,26,27,44,28
2269,4,0.4989960193634033,30,24,29,25,44
2270,1,0.45142292976379395,21,43,27,29,24
2271,0,0.3857100009918213,42,22,24,24,18
2272,1,0.42740297317504883,25,43,30,19,28
2273,3,0.44429194927215576,33,28,21,44,25
2274,0,0.3749570846557617,40,21,23,29,21
2275,0,0.43878793716430664,42,26,23,27,27
2276,0,0.37637507915496826,42,16,23,18,24
2277,4,0.46577394008636475,39,29,27,26,41
2278,2,0.4267929792404175,24,18,43,28,25
2279,0,0.43533003330230713,45,29,24,26,31
2280,0,0.46145498752593994,39,17,26,26,23
2281,0,0.4315500259399414,44,28,25,27,27
2282,4,0.4628809690475464,25,25,39,28,41
2283,3,0.47355008125305176,21,31,22,42,17
2284,4,0.5354660749435425,35,28,29,34,47
2285,4,0.4960949420928955,25,42,27,21,43
2286,1,0.4453439712524414,25,45,29,19,27
2287,4,0.500823974609375,31,29,29,29,47
2288,3,0.477990984916687,21,30,26,41,30
2289,3,0.4307140111923218,26,23,23,41,25
2290,1,0.5020049810409546,28,42,27,27,28
2291,0,0.5204269886016846,46,26,35,32,34
2292,1,0.4505469799041748,31,41,22,28,26
2293,4,0.5066239833831787,33,31,44,30,45
2294,2,0.48871004581451416,29,29,39,29,26
2295,0,0.429980993270874,41,25,21,30,20
2296,3,0.46215498447418213,28,25,13,44,21
2297,2,0.45119690895080566,22,25,41,28,25
2298,4,0.4761669635772705,31,33,25,25,41
2299,1,0.481315016746521,29,41,25,26,27
2300,3,0.5301859378814697,35,26,34,45,26
2301,4,0.40863096714019775,25,21,22,24,39
2302,0,0.40759098529815674,41,20,21,25,24
2303,0,0.5187630653381348,41,32,26,22,27
2304,2,0.4421039819717407,23,29,44,29,27
2305,2,0.4037989377975464,29,17,47,25,20
2306,2,0.3532860279083252,18,17,41,13,19
2307,0,0.5015339851379395,45,25,33,28,28
2308,3,0.4131619930267334,27,29,22,45,28
2309,3,0.4425039291381836,27,21,28,40,25
2310,0,0.39361298084259033,39,21,18,20,21
2311,3,0.5147500038146973,29,24,21,45,26
2312,2,0.4423699378967285,42,25,43,23,28
2313,0,0.4519590139389038,42,27,18,23,28
2314,1,0.472135066986084,28,42,25,23,27
2315,1,0.5104060173034668,28,44,22,31,27
2316,0,0.505700945854187,47,32,30,35,32
2317,2,0.4273550510406494,24,22,44,27,21
2318,0,0.421889066696167,43,23,25,21,25
2319,3,0.45552802085876465,25,30,28,41,28
2320,1,0.46902501583099365,29,41,31,24,23
2321,4,0.523216962814331,19,32,32,36,47
2322,1,0.5103150606155396,34,47,21,47,34
2323,0,0.4018409252166748,42,27,22,15,21
2324,3,0.4088479280471802,21,24,21,39,19
2325,1,0.42277395725250244,27,44,25,28,27
2326,1,0.47099006175994873,27,42,18,23,28
2327,2,0.4806760549545288,30,31,39,28,30
2328,3,0.479854941368103,26,20,28,45,26
2329,2,0.4479149580001831,27,25,39,32,22
2330,1,0.3942149877548218,25,42,21,12,20
2331,4,0.4271559715270996,23,21,30,31,39
2332,0,0.4662950038909912,42,21,20,27,28
2333,0,0.4996570348739624,46,29,26,32,26
2334,0,0.4271889925003052,41,18,28,20,24
2335,2,0.4328540563583374,27,24,41,31,39
2336,4,0.43510007858276367,25,19,28,29,44
2337,0,0.4694899320602417,43,24,24,27,27
